1655713012-1451,https://nookipedia.com/wiki/Category:Locations,Garden Shop,https://nookipedia.com/wiki/Garden_Shop,Garden Shop,"The Garden Shop, also known as the gardening shop, is a store in Animal Crossing: New Leaf owned by Leif that sells gardening-related items. It is located on Main Street, directly to the right of Timmy and Tommy's store. Items sold at the Garden Shop include flower bags, saplings, axes, and watering cans, among others.",https://dodo.ac/np/images/3/3f/NL_Garden_Shop_Exterior.png
1655713049-1465,https://nookipedia.com/wiki/Category:Locations,Campsite (facility),https://nookipedia.com/wiki/Campsite_(facility),Campsite (facility),"The campsite is a facility available for construction in Animal Crossing: New Leaf and Animal Crossing: New Horizons. In New Leaf, it is a public works project that costs 59,800 Bells to construct, and it cannot be demolished. In New Horizons the campsite can be crafted and placed anywhere on the island. In both games, a villager can occupy the campsite on random days, and if space is available, they can be invited to move in. The campsite is only available for use by non-resident villagers, and allows a variety of special villager interactions with the camping villager known as minigames.",https://dodo.ac/np/images/thumb/1/18/NH_Campsite_Exterior.png/250px-NH_Campsite_Exterior.png
1655712864-1395,https://nookipedia.com/wiki/Category:Locations,Timmy and Tommy's store,https://nookipedia.com/wiki/Timmy_and_Tommy%27s_store,Timmy and Tommy's store,"Timmy and Tommy's store is the main shop in most of the player's town in Animal Crossing: New Leaf and Animal Crossing: New Horizons. In addition to buying items, the player may sell furniture, wallpaper, and fruit to the store. Many of the store upgrades are similar to Tom Nook's upgrades, but the signs generally show two leaves instead of one to signify the dual ownership of the store.",https://dodo.ac/np/images/4/44/NL_Nookling_Junction_Exterior.png
1655712962-1432,https://nookipedia.com/wiki/Category:Locations,Nook 'n' Go,https://nookipedia.com/wiki/Nook_%27n%27_Go,Nook 'n' Go,"Nook 'n' Go is the second incarnation of Tom Nook's store. It first appears in Doubutsu no Mori and appears in all subsequent games up to and including Animal Crossing: City Folk. It is a convenience store, featuring more items than its predecessor, Nook's Cranny. It upgrades to Nookway.",https://dodo.ac/np/images/thumb/5/59/CF_Nook_%27n%27_Go_Exterior.png/250px-CF_Nook_%27n%27_Go_Exterior.png
1655712869-1397,https://nookipedia.com/wiki/Category:Locations,The Marquee,https://nookipedia.com/wiki/The_Marquee,The Marquee,"The Marquee is a building in the city in Animal Crossing: City Folk. For 800 Bells, the player can go and see Dr. Shrunk for a show to learn new emotions. This is a change from Animal Crossing: Wild World, in which Dr. Shrunk taught the player emotions in their town.",https://dodo.ac/np/images/thumb/3/33/CF_Marquee_Exterior.png/200px-CF_Marquee_Exterior.png
1655713009-1450,https://nookipedia.com/wiki/Category:Locations,GracieGrace,https://nookipedia.com/wiki/GracieGrace,GracieGrace,"GracieGrace is an upscale clothing and furniture store owned by Gracie in Animal Crossing: City Folk and Animal Crossing: New Leaf. It is operated by Labelle in City Folk and Gracie in New Leaf, and it offers exclusive clothing and furniture series.",https://dodo.ac/np/images/thumb/d/d2/NL_GracieGrace_Interior.jpg/250px-NL_GracieGrace_Interior.jpg
1655712867-1396,https://nookipedia.com/wiki/Category:Locations,The Roost,https://nookipedia.com/wiki/The_Roost,The Roost,"The Roost is a café that first appears in Animal Crossing: Wild World. In Wild World, City Folk, and New Horizons, it is located in the museum, while in New Leaf, it is a separate building available as a public works project.",https://dodo.ac/np/images/thumb/b/b8/NH_The_Roost_Interior.jpg/250px-NH_The_Roost_Interior.jpg
1655713055-1468,https://nookipedia.com/wiki/Category:Locations,Cabin,https://nookipedia.com/wiki/Cabin,Cabin,"The cabin is a location in Animal Crossing: Pocket Camp that the player can customize, similar to the player's house in main series games. After the player achieves a high enough friendship level with a villager, they can be invited to stay in the cabin, where they will interact with the items displayed. The cabin is unlocked at level 15 and a second floor is unlocked at level 50. The second floor is identical to the first floor.",https://dodo.ac/np/images/thumb/0/02/PC_Cabin.png/250px-PC_Cabin.png
1655712841-1385,https://nookipedia.com/wiki/Category:Locations,Windmill,https://nookipedia.com/wiki/Windmill,Windmill,The windmill is a decorative structure in the player's town in Animal Crossing: City Folk and Animal Crossing: New Leaf.,https://dodo.ac/np/images/thumb/0/07/Windmill_NL_Model.png/250px-Windmill_NL_Model.png
1655713036-1460,https://nookipedia.com/wiki/Category:Locations,Concert hall,https://nookipedia.com/wiki/Concert_hall,Concert hall,"The concert hall is a facility in Animal Crossing: Happy Home Designer. It is the second-last facility that the player will be asked to design. After designing it, they will be able to access the final facility: the hotel.",https://dodo.ac/np/images/thumb/2/25/HHD_Concert_Hall_Design_1.png/250px-HHD_Concert_Hall_Design_1.png
1655712929-1419,https://nookipedia.com/wiki/Category:Locations,Plaza,https://nookipedia.com/wiki/Plaza,Plaza,"The plaza, known as the event plaza in New Leaf, is a location in Animal Crossing: New Leaf and Animal Crossing: New Horizons, and serves as a communal hub of the town. During certain events and holidays and random visits, special characters can be found in the Plaza.",https://dodo.ac/np/images/thumb/8/8e/NH_Island_Celebration.jpg/250px-NH_Island_Celebration.jpg
1655712971-1436,https://nookipedia.com/wiki/Category:Locations,Market Place,https://nookipedia.com/wiki/Market_Place,Market Place,"The Market Place is a shopping plaza in Animal Crossing: Pocket Camp. There are three shops, each situated in a unique pop-up shop: Nookling Global, Able Sisters To Go, and Kicks. Isabelle also has a stand at the plaza that serves as a satellite office for the campsite.",https://dodo.ac/np/images/thumb/3/32/Market_Place_art.png/250px-Market_Place_art.png
1655712887-1405,https://nookipedia.com/wiki/Category:Locations,Shining soil,https://nookipedia.com/wiki/Shining_soil,Shining soil,"The shining soil,[1] known as the shining spot in Animal Crossing,[2] is a patch of ground in the Animal Crossing series that appears daily in the player's town. When dug up, it reveals a bag of Bells. Bells can also be buried in shining soil for the chance of growing a money tree. Shining soil first appeared in Doubutsu no Mori, and after Doubutsu no Mori e+ it remained absent from the series until Animal Crossing: New Horizons.",https://dodo.ac/np/images/2/22/PG_Shining_Spot_Before.png
1655712919-1415,https://nookipedia.com/wiki/Category:Locations,Re-Tail,https://nookipedia.com/wiki/Re-Tail,Re-Tail,"Re-Tail (R・パーカーズ, R·Pākāzu, R. Parkers) is a store in Animal Crossing: New Leaf and is one of the initial stores appearing in the game. Unlike most the stores which are located on Main Street, Re-Tail is located within the town. It is a flea-market run by Reese and Cyrus. Players and Villagers can place their items for sale within the flea-market spaces, Reese will buy or dispose of items from the player, and Cyrus can craft customized furniture. The flea-market makes Re-Tail one of the few places where the rare Sloppy Series can be obtained.",https://dodo.ac/np/images/b/bf/NL_Re-Tail_Exterior.png
1655713022-1455,https://nookipedia.com/wiki/Category:Locations,Facility,https://nookipedia.com/wiki/Facility,Facility,Facilities are buildings that the player can design and build in Animal Crossing: Happy Home Designer and Animal Crossing: New Horizons – Happy Home Paradise.,null
1655713024-1456,https://nookipedia.com/wiki/Category:Locations,Dump,https://nookipedia.com/wiki/Dump,Dump,"The dump is a location in Doubutsu no Mori, Animal Crossing, and Doubutsu no Mori e+ where the player can drop off or find items. It can be found in either Acre A-2 or A-4 and is accessible all day. Two reorderable items (with the exception of items available from Redd or the lottery) appear each day in the dump, with a 20% chance of an item being furniture, a 40% chance of clothing, a 30% chance of stationery, and a 10% of an umbrella. The items found at the dump are affected by Feng Shui, meaning the higher the player's Feng Shui, the more often items from their rare item list appear. Items in the dump are removed each Monday and Thursday at 6 AM. In Doubutsu no Mori e+, trash placed in the dump does not impact the town's Field Rank.",https://dodo.ac/np/images/thumb/f/f4/PG_Dump.png/250px-PG_Dump.png
1655712987-1441,https://nookipedia.com/wiki/Category:Locations,Lake,https://nookipedia.com/wiki/Lake,Lake,"The lake a large area filled with water sourced by the river that runs through town in Doubutsu no Mori, Animal Crossing, and Doubutsu no Mori e+. It is a prominent location in the town, serving as the site of several events throughout the year.",https://dodo.ac/np/images/thumb/f/f4/PG_Lake.png/250px-PG_Lake.png
1655712876-1400,https://nookipedia.com/wiki/Category:Locations,T&T Emporium,https://nookipedia.com/wiki/T%26T_Emporium,T&T Emporium,"T&T Emporium is a store in Animal Crossing: New Leaf owned by Timmy and Tommy. It is the fifth and final incarnation of the Nooklings' store, and it appears on Main Street. It is a three-story department store that features GracieGrace, has the Garden Shop completely merged into the store, and features a larger selection of items than the previous incarnations. The first floor features miscellaneous items and the Garden Shop, now known as the gardening corner, the second floor features housewares, and the third floor contains GracieGrace.",https://dodo.ac/np/images/thumb/4/49/NL_T%26T_Emporium_Exterior.jpg/250px-NL_T%26T_Emporium_Exterior.jpg
1655712857-1392,https://nookipedia.com/wiki/Category:Locations,Tortimer Island (stage),https://nookipedia.com/wiki/Tortimer_Island_(stage),Tortimer Island (stage),"Tortimer Island is a stage in the Super Smash Bros. series based on the island of the same name from Animal Crossing: New Leaf. It debuted in Super Smash Bros. for Nintendo 3DS. The stage's appearance is randomized each match, which affects its layout and the inclusion of some features. Mii Gunner has to be fought on this stage when unlocking them outside of World of Light in Ultimate.",https://dodo.ac/np/images/thumb/d/d2/SSBU_Tortimer_Island.png/250px-SSBU_Tortimer_Island.png
1655712966-1434,https://nookipedia.com/wiki/Category:Locations,Museum Shop,https://nookipedia.com/wiki/Museum_Shop,Museum Shop,"The Museum Shop is a location in Animal Crossing: New Leaf, located on the second floor of the museum, run by Celeste, Blathers's sister.",https://dodo.ac/np/images/thumb/0/0b/NL_Museum_Shop_Entrance.jpg/250px-NL_Museum_Shop_Entrance.jpg
1655713094-1478,https://nookipedia.com/wiki/Category:Locations,Archipelago,https://nookipedia.com/wiki/Archipelago,Archipelago,"In Animal Crossing: New Horizons – Happy Home Paradise, the player primarily develops with Paradise Planning on an archipelago, a series of islands that feature various geographic features and seasonal differences. Each island also includes a peak season that is the default setting of each island when selected. The player can choose to change what season the island are set under.",null
1655712878-1401,https://nookipedia.com/wiki/Category:Locations,Super T&T,https://nookipedia.com/wiki/Super_T%26T,Super T&T,"Super T&T is a store in Animal Crossing: New Leaf owned by Timmy and Tommy. It is the third incarnation of the Nooklings' store, and it appears on Main Street. Super T&T is similar in appearance to Nookway from Animal Crossing, Wild World, and City Folk. The store features more items than its previous incarnation, T&T Mart, while featuring shorter hours.",https://dodo.ac/np/images/7/7b/NL_Super_T%26T_Exterior.png
1655713065-1472,https://nookipedia.com/wiki/Category:Locations,Breezy Hollow,https://nookipedia.com/wiki/Breezy_Hollow,Breezy Hollow,"Breezy Hollow is one of the four locations in Animal Crossing: Pocket Camp where collectible items can be found to give to villagers in exchange for craft materials. Peaches, cherries, pears, apples and oranges can be found growing here. In the bottom left, however, the player can find either lemons, grapes, or lychee, which are randomly generated when the player starts the game. Once generated, it cannot be changed.",https://dodo.ac/np/images/thumb/e/ef/Breezy_Hollow_PC_Map_Icon.png/250px-Breezy_Hollow_PC_Map_Icon.png
1655712848-1388,https://nookipedia.com/wiki/Category:Locations,Train station,https://nookipedia.com/wiki/Train_station,Train station,"The train station (also referred to as <Town> Station in New Leaf) is a location in Doubutsu no Mori, Animal Crossing, Doubutsu no Mori e+, and Animal Crossing: New Leaf where the player may travel via train. It is run by Porter. In Animal Crossing: Wild World and Animal Crossing: City Folk, the train station is replaced by the checkpoint, and in Animal Crossing: New Horizons it is replaced by the Airport.",https://dodo.ac/np/images/thumb/8/8e/NL_Train_Station_Exterior.jpg/250px-NL_Train_Station_Exterior.jpg
1655712855-1391,https://nookipedia.com/wiki/Category:Locations,Town,https://nookipedia.com/wiki/Town,Town,"The town or village (island in New Horizons) is the primary setting of all main games in the Animal Crossing series, home to villagers of various species, and special characters who manage the town's facilities. Each town is randomly generated and populated at the beginning of each game when the first player moves to the town. Although the position of many structures are fixed, the town can be customized to a great degree by planting or removing flora, placing designs, placing furniture, (in New Horizons) and constructing objects and public works projects (in Doubutsu no Mori e+ and New Leaf respectively). Every town is divided into multiple acres, the landscape of which must be carefully maintained in order to achieve a perfect town environment rating.",null
1655712927-1418,https://nookipedia.com/wiki/Category:Locations,Police station,https://nookipedia.com/wiki/Police_station,Police station,"The police station is a building in Animal Crossing and Animal Crossing: New Leaf. It is operated by Copper and Booker and contains the lost and found. In Animal Crossing, the police station always available, while in New Leaf it is a public works project. In Wild World and City Folk, the police station is functionally replaced by the checkpoint.",https://dodo.ac/np/images/thumb/3/3b/Police_Station_PG_Wallpaper.jpg/250px-Police_Station_PG_Wallpaper.jpg
1655712933-1421,https://nookipedia.com/wiki/Category:Locations,Pier,https://nookipedia.com/wiki/Pier,Pier,"The pier, known as the dock prior to Animal Crossing: New Horizons, is a structure located at the beach in the Animal Crossing series.",https://dodo.ac/np/images/thumb/2/25/NL_Dock.png/250px-NL_Dock.png
1655712843-1386,https://nookipedia.com/wiki/Category:Locations,Waterfall,https://nookipedia.com/wiki/Waterfall,Waterfall,"A Waterfall has water falling from the northern cliff. In Animal Crossing, Animal Crossing: City Folk, and Animal Crossing: New Leaf, it is possible to have another waterfall elsewhere in the town. It will appear when the river meets the cliff in the center of town. The north waterfall is accompanied by the waterfall pond. Players cannot fish in the waterfall, but the waterfall pond is the only place that they can catch a char. In Animal Crossing: Wild World, there's sometimes a small rock jutting out of the waterfall's center. It does not serve any purpose and is there only for decoration. It was removed in Animal Crossing: City Folk.",https://dodo.ac/np/images/thumb/4/42/CF_Waterfall.jpg/200px-CF_Waterfall.jpg
1655712909-1411,https://nookipedia.com/wiki/Category:Locations,River,https://nookipedia.com/wiki/River,River,"A river is a body of water in the Animal Crossing series that begins on one side of the town or island and empties into the sea at the other side. Some towns and islands have a river that splits in two, creating an islet. A bridge can be used to cross rivers easily, and in Animal Crossing: New Horizons, the vaulting pole can be used to cross rivers before the player receives access to construct bridges. Some species of fish can be caught in the river with a Fishing Rod.",https://dodo.ac/np/images/thumb/d/d1/CF_River.jpg/250px-CF_River.jpg
1655712852-1390,https://nookipedia.com/wiki/Category:Locations,Town hall,https://nookipedia.com/wiki/Town_hall,Town hall,"The town hall is a location in Animal Crossing: Wild World, Animal Crossing: City Folk, and Animal Crossing: New Leaf, serving as the building where most of the town's civic duties are carried out.",https://dodo.ac/np/images/thumb/d/d1/NL_Town_Hall_Exterior.jpg/250px-NL_Town_Hall_Exterior.jpg
1655713043-1463,https://nookipedia.com/wiki/Category:Locations,Checkpoint,https://nookipedia.com/wiki/Checkpoint,Checkpoint,"The checkpoint is a building in Animal Crossing: Wild World and Animal Crossing: City Folk which allows the players to visit other people's town, similar to the train station from Animal Crossing. The building replaces both the train station and the police station from the original Animal Crossing, since both Booker and Copper are guards at the checkpoint's gate. Also, outside the checkpoint there is the town flag that the player can change by talking to Booker and giving him a pattern from their designs menu.",https://dodo.ac/np/images/thumb/9/90/CF_Checkpoint_Exterior_%28Castle%29.jpg/250px-CF_Checkpoint_Exterior_%28Castle%29.jpg
1655712873-1399,https://nookipedia.com/wiki/Category:Locations,T&T Mart,https://nookipedia.com/wiki/T%26T_Mart,T&T Mart,"T&T Mart is a store in Animal Crossing: New Leaf owned by Timmy and Tommy. It is the second incarnation of the Nooklings' store, and it appears on Main Street. T&T Mart is similar in appearance to Nook 'n' Go from Animal Crossing, Wild World, and City Folk. The store features more items than its previous incarnation, the Nookling Junction, and features the Timmy & Tommy shopping catalog, where the player can view and purchase previously obtained items.",https://dodo.ac/np/images/7/71/NL_T%26T_Mart_Exterior.png
1655713067-1473,https://nookipedia.com/wiki/Category:Locations,Boondox,https://nookipedia.com/wiki/Boondox,Boondox,"Boondox is a town located to the north of the player's town[1] in Animal Crossing: Wild World. The name Boondox comes from the word boondocks, which means an uncivilized, poor area. Pelly or Phyllis will first inform the player of the town when they first ask to make a donation. Both pelicans cry when telling a player of Boondox. According to them, Boondoxians just eat grilled cheese, but since there is no cheese or bread, they are forced to eat fried dirt, ""without ketchup!"" However, this may just be an exaggeration, as one of the letters sent to the player claims that Boondoxians usually eat day-old croissants.",https://dodo.ac/np/images/f/fa/WW_Boondox_Introduction.png
1655713051-1466,https://nookipedia.com/wiki/Category:Locations,Campground,https://nookipedia.com/wiki/Campground,Campground,"The campground is an area in Animal Crossing: New Leaf - Welcome amiibo. It is an area where the player can find any amiibo-exclusive villagers (who appear in an RV) after their respective card was scanned. A character known as Harvey hosts the location, and the player may buy rare furniture items from him or from the camping villagers by using MEOW Coupons. Every day, one special character camps here and the player can buy items from their events; for example, the player can obtain items from the Pavé Series if Pavé is staying in the campground.",https://dodo.ac/np/images/thumb/d/d0/Campground_NLWa_Artwork.png/250px-Campground_NLWa_Artwork.png
1655713063-1471,https://nookipedia.com/wiki/Category:Locations,Bridge,https://nookipedia.com/wiki/Bridge,Bridge,"Bridges are structured landmarks that cross over the river splitting the player's town. Bridge's locations are typically fixed, and prior to Animal Crossing: New Horizons, bridges were the only way to cross rivers. As a result, their exact positioning is often important to a town's layout. In all games excluding Animal Crossing: Wild World, additional bridges may be constructed to ease navigation around town. Players and villagers can fish into the river from a bridge.",null
1655713071-1474,https://nookipedia.com/wiki/Category:Locations,Boat tour,https://nookipedia.com/wiki/Boat_tour,Boat tour,"Boat tours are a service provided by Kapp'n in Animal Crossing: New Horizons beginning in version 2.0. Once per day, the player can pay  1,000 Nook Miles to Kapp'n at the island's pier to travel to a random deserted island, similar to a Mystery Island Tour. Each boat tour island has one Gyroid Fragment buried on it. Uncommonly, islands may have money trees or money rocks on them.",null
1655712898-1409,https://nookipedia.com/wiki/Category:Locations,Saltwater Shores,https://nookipedia.com/wiki/Saltwater_Shores,Saltwater Shores,"Saltwater Shores is one of the four locations in Animal Crossing: Pocket Camp where collectible items can be found to trade to villagers in exchange for craft materials. Sea fish are the primary items found here, but the player can also obtain shells, coral and coconuts.",https://dodo.ac/np/images/thumb/8/8d/Saltwater_Shores_PC_Map_Icon.png/250px-Saltwater_Shores_PC_Map_Icon.png
1655712946-1425,https://nookipedia.com/wiki/Category:Locations,Office,https://nookipedia.com/wiki/Office,Office,"The office is a facility in Animal Crossing: Happy Home Designer. It is part of the second group of facilities to be unlocked, along with the restaurant, shop, and department store. Inside, there are two large rooms: the office area itself, and a meeting room.",https://dodo.ac/np/images/thumb/1/1b/HHD_Office_Design_1.png/250px-HHD_Office_Design_1.png
1655712998-1445,https://nookipedia.com/wiki/Category:Locations,Hospital,https://nookipedia.com/wiki/Hospital,Hospital,"The hospital is a facility that appears in Animal Crossing: Happy Home Designer and Animal Crossing: New Horizons – Happy Home Paradise. In the former game, it is situated on Main Street directly to the right of Nook's Homes. In the latter game, it is located on the main island of the Archipelago.",https://dodo.ac/np/images/thumb/2/2a/Hospital_HHD_Artwork.png/250px-Hospital_HHD_Artwork.png
1655712922-1416,https://nookipedia.com/wiki/Category:Locations,Post office,https://nookipedia.com/wiki/Post_office,Post office,"The post office is a building in Animal Crossing and Animal Crossing: New Leaf where the player can mail letters or save and withdraw Bells. In Animal Crossing: Wild World and Animal Crossing: City Folk, the post office is merged into the Town Hall, but in Animal Crossing: New Leaf, the post office is again a separate building.",https://dodo.ac/np/images/d/d5/NL_Post_Office_Exterior.png
1655712964-1433,https://nookipedia.com/wiki/Category:Locations,Mystery Island Tour,https://nookipedia.com/wiki/Mystery_Island_Tour,Mystery Island Tour,"The Mystery Island Tour is a leisure activity in Animal Crossing: New Horizons operated by Dodo Airlines. The tour can be embarked on in exchange for a Nook Miles Ticket by speaking to Orville at the airport. Each tour brings the participant to a random deserted island, known as a Mystery Island, where they can harvest materials for crafting and catch rare bugs and fish. They also may find fossils, DIY recipes inside Message Bottles, and villagers on rare occasions.",null
1655712959-1431,https://nookipedia.com/wiki/Category:Locations,Nook's Cranny,https://nookipedia.com/wiki/Nook%27s_Cranny,Nook's Cranny,"Nook's Cranny (タヌキ商店, Tanuki Shōten?, Tanuki Shop) is the first incarnation of Tom Nook's store in Animal Crossing series games prior to Animal Crossing: New Leaf, and is the name of both incarnations of Timmy and Tommy's store in Animal Crossing: New Horizons. ""Nook's Cranny"" is based on ""nook and cranny,"" meaning a small corner or hole.",https://dodo.ac/np/images/thumb/4/48/NH_Nook%27s_Cranny_Upgraded_Exterior.jpg/250px-NH_Nook%27s_Cranny_Upgraded_Exterior.jpg
